equipment_id,hotel_id,equipment_type,location,exact_location,install_year,manufacturer,condition,hotel_name,city,province,star_rating,rooms,hotel_type,record_id,last_service_date,service_interval_months,months_since_service,fault_count,technician,service_cost_LKR,next_service_date,equipment_age_years,risk_level,usage_level,daily_exposure_hours,humidity_level,temperature_avg_c,coastal_exposure,power_fluctuation_level,backup_power_available,technician_experience_years,service_quality_score,certification_status,last_audit_score,activated_before,activation_count,last_activation_year,floor_level,near_emergency_exit
FE004897,H0027,Sprinkler,Kitchen,Kitchen – Zone 2,2015,Tyco,Good,Hilltop Cove Galle,Galle,Southern,3,50,Resort,M004897,4/8/2025,12,8,0,Tyco Lanka,8550,4/8/2026,10,Medium,Low,4,Medium,26,Yes,Low,No,4,3,Valid,86,No,0,,0,No
FE004898,H0161,Fire Extinguisher,Boiler Room,Restaurant 2 (Floor 2),2011,ABC Lanka,Good,Hilltop Cove Polonnaruwa,Polonnaruwa,North Central,3,61,City Hotel,M004898,11/14/2025,6,0,1,FirePro SL,3500,5/15/2026,14,Medium,Low,4,Low,26,No,Medium,No,10,4,Valid,79,Yes,5,2024,2,No
FE004899,H0149,Fire Extinguisher,Kitchen,Laundry 2 (Floor 1),2010,SafetyOne,Fair,Aitken Cove Matara,Matara,Southern,4,211,Resort,M004899,10/19/2025,6,1,0,Lanka Safety,3400,4/19/2026,15,Medium,Low,4,High,32,Yes,Low,Yes,1,2,Valid,80,No,0,,1,No
FE004900,H0021,Smoke Detector,Guest Floor,Floor 5 – Corridor 1,2016,Bosch,Fair,Serendib Bay Mannar,Mannar,Northern,3,207,City Hotel,M004900,11/17/2025,12,0,1,City Fire,4850,11/17/2026,9,Medium,High,18,Medium,28,No,Medium,No,2,4,Valid,77,Yes,2,2023,5,No
FE004901,H0043,Fire Alarm,Corridor,Floor 1 – Corridor 3,2019,Siemens,Fair,Cinnamon Inn Kurunegala,Kurunegala,North Western,4,173,Hill Country,M004901,12/19/2024,12,11,1,SL FireTech,5950,12/19/2025,6,Low,Low,4,Medium,26,No,Medium,Yes,1,4,Valid,86,Yes,4,2019,1,No
FE004902,H0142,Smoke Detector,Guest Floor,Floor 1 – Corridor 1,2013,Bosch,Good,Serendib Retreat Kandy,Kandy,Central,4,258,Beach Hotel,M004902,11/3/2025,12,1,0,Lanka Safety,4750,11/3/2026,12,Medium,Medium,7,Medium,20,No,Low,Yes,5,3,Valid,84,No,0,,1,No
FE004903,H0096,Fire Extinguisher,Laundry,Kitchen 3 (Floor 3),2005,Local,Good,Ocean Inn Ratnapura,Ratnapura,Sabaragamuwa,4,92,City Hotel,M004903,10/4/2025,12,2,0,Tyco Lanka,3050,10/4/2026,20,High,Low,4,Medium,27,No,Medium,Yes,1,3,Valid,70,No,0,,3,Yes
FE004904,H0193,Hose Reel,Car Park,Basement – Section A,2017,Local,Fair,Cinnamon Heights Hambantota,Hambantota,Southern,5,272,City Hotel,M004904,11/21/2025,6,0,1,FirePro SL,5500,5/22/2026,8,Medium,Medium,7,High,27,Yes,Medium,Yes,11,4,Valid,78,Yes,2,2021,0,Yes
FE004905,H0022,Fire Extinguisher,Boiler Room,Laundry 4 (Floor 5),2017,SafetyOne,Fair,Aitken Cove Kalutara,Kalutara,Western,5,246,Resort,M004905,11/22/2025,6,0,0,Lanka Safety,3200,5/23/2026,8,Medium,High,18,High,26,Yes,Medium,Yes,14,4,Valid,80,No,0,,5,No
FE004906,H0216,Smoke Detector,Lobby,Floor 7 – Corridor 3,2023,Local,Good,Cinnamon Resort Kurunegala,Kurunegala,North Western,3,165,Resort,M004906,10/12/2025,6,2,0,Lanka Safety,4000,4/12/2026,2,Low,Low,4,Medium,28,No,Medium,No,12,4,Valid,92,No,0,,7,No
FE004907,H0133,Emergency Light,Exit Route,Floor 2 – Corridor 3,2022,Osram,Good,Araliya Heights Badulla,Badulla,Uva,5,196,Boutique,M004907,10/4/2025,6,2,0,FirePro SL,2900,4/4/2026,3,Low,High,18,Low,26,No,Low,Yes,9,5,Valid,98,No,0,,2,Yes
FE004908,H0169,Smoke Detector,Conference Hall,Floor 3 – Corridor 3,2018,Honeywell,Fair,Hilltop Heights Polonnaruwa,Polonnaruwa,North Central,3,105,Resort,M004908,5/8/2025,12,7,0,SafetyOne Services,4800,5/8/2026,7,Low,Low,4,Medium,32,No,High,No,11,4,Valid,92,No,0,,3,No
FE004909,H0129,Fire Extinguisher,Corridor,Laundry 2 (Floor 4),2018,ABC Lanka,Good,Pearl Inn Polonnaruwa,Polonnaruwa,North Central,3,125,Business Hotel,M004909,11/7/2025,6,1,0,City Fire,2800,5/8/2026,7,Low,Medium,7,Medium,29,No,High,No,11,5,Valid,95,No,0,,4,No
FE004910,H0169,Sprinkler,Kitchen,Storage – Zone 1,2014,Viking,Good,Hilltop Heights Polonnaruwa,Polonnaruwa,North Central,3,105,Resort,M004910,9/22/2025,12,2,1,Tyco Lanka,8200,9/22/2026,11,Medium,Medium,7,Low,29,No,Medium,No,4,3,Valid,79,Yes,1,2023,0,Yes
FE004911,H0161,Fire Extinguisher,Boiler Room,Laundry 2 (Floor 3),2016,SafetyOne,Good,Hilltop Cove Polonnaruwa,Polonnaruwa,North Central,3,61,City Hotel,M004911,12/5/2025,6,0,1,SL FireTech,3450,6/5/2026,9,Medium,High,18,Medium,29,No,Medium,No,10,4,Valid,71,Yes,5,2019,3,Yes
FE004912,H0198,Smoke Detector,Lobby,Floor 1 – Corridor 2,2022,Siemens,Fair,Cinnamon Cove Ampara,Ampara,Eastern,3,129,Boutique,M004912,12/12/2024,12,11,0,City Fire,4900,12/12/2025,3,Low,Medium,7,High,29,Yes,Medium,No,3,5,Valid,98,No,0,,1,No
FE004913,H0190,Fire Extinguisher,Corridor,Laundry 4 (Floor 3),2017,FirePro SL,Good,Araliya Inn Badulla,Badulla,Uva,5,169,City Hotel,M004913,11/2/2025,12,1,0,Tyco Lanka,3100,11/2/2026,8,Low,Medium,7,Medium,26,No,High,Yes,14,4,Valid,94,No,0,,3,No
FE004914,H0247,Smoke Detector,Guest Floor,Floor 1 – Corridor 4,2018,Local,Fair,Lanka Cove Matale,Matale,Central,3,91,Beach Hotel,M004914,6/14/2025,6,5,0,City Fire,4200,12/13/2025,7,Low,Low,4,Low,21,No,Low,No,9,4,Valid,97,No,0,,1,Yes
FE004915,H0005,Hose Reel,Car Park,Service Area – Section B,2025,Local,Good,Ocean Palace Colombo,Colombo,Western,3,105,Beach Hotel,M004915,9/20/2025,12,2,0,SafetyOne Services,5150,9/20/2026,0,Low,Low,4,High,30,Yes,High,No,4,3,Valid,91,No,0,,0,Yes
FE004916,H0075,Fire Extinguisher,Corridor,Kitchen 4 (Floor 2),2017,SafetyOne,Good,Pearl Inn Anuradhapura,Anuradhapura,North Central,3,20,Resort,M004916,12/2/2025,6,0,0,SL FireTech,3400,6/2/2026,8,Low,High,18,Low,31,No,Medium,No,1,5,Valid,97,No,0,,2,Yes
FE004917,H0135,Fire Extinguisher,Corridor,Restaurant 2 (Floor 1),2024,FirePro SL,Good,Jetwing Grand Jaffna,Jaffna,Northern,3,64,Beach Hotel,M004917,6/14/2025,6,5,0,FirePro SL,2850,12/13/2025,1,Low,Medium,7,Medium,29,No,High,No,2,3,Valid,94,No,0,,1,Yes
FE004918,H0202,Fire Alarm,Security Room,Floor 3 – Corridor 2,2015,Bosch,Good,Hilltop Cove Kegalle,Kegalle,Sabaragamuwa,4,213,City Hotel,M004918,12/15/2024,12,11,0,FirePro SL,5800,12/15/2025,10,Low,Medium,7,Medium,32,No,High,Yes,4,4,Valid,92,No,0,,3,No
FE004919,H0165,Fire Extinguisher,Laundry,Boiler Room 2 (Floor 3),2016,FirePro SL,Fair,Heritance Resort Anuradhapura,Anuradhapura,North Central,3,177,Hill Country,M004919,10/9/2025,6,2,0,City Fire,2750,4/9/2026,9,Medium,High,18,Medium,32,No,Medium,No,11,3,Valid,85,No,0,,3,No
FE004920,H0236,Emergency Light,Exit Route,Floor 6 – Corridor 1,2012,Philips,Good,Pearl Villa Negombo,Negombo,Western,3,158,Resort,M004920,11/15/2025,3,0,0,FirePro SL,3050,2/14/2026,13,Medium,Medium,7,High,31,Yes,Low,No,1,3,Valid,85,No,0,,6,No
FE004921,H0144,Sprinkler,Restaurant,Conference Hall – Zone 2,2019,Local,Good,Lanka Sands Anuradhapura,Anuradhapura,North Central,4,191,Beach Hotel,M004921,9/18/2025,12,2,0,Lanka Safety,7250,9/18/2026,6,Low,High,18,Low,31,No,High,Yes,6,4,Valid,97,No,0,,0,Yes
FE004922,H0044,Hose Reel,Car Park,Basement – Section C,2017,Tyco,Fair,Cinnamon Cove Ratnapura,Ratnapura,Sabaragamuwa,3,101,Beach Hotel,M004922,12/4/2024,12,12,1,SL FireTech,5400,12/4/2025,8,Medium,Medium,7,Low,28,No,High,No,7,5,Valid,76,Yes,4,2018,0,No
FE004923,H0022,Emergency Light,Exit Route,Floor 6 – Corridor 1,2021,Local,Good,Aitken Cove Kalutara,Kalutara,Western,5,246,Resort,M004923,6/8/2025,6,6,0,Tyco Lanka,2850,12/7/2025,4,Low,Medium,7,High,28,Yes,Medium,Yes,1,3,Valid,98,No,0,,6,No
FE004924,H0233,Fire Extinguisher,Boiler Room,Boiler Room 2 (Floor 4),2017,Local,Good,Pearl Grand Kilinochchi,Kilinochchi,Northern,4,182,City Hotel,M004924,11/17/2025,6,0,0,SafetyOne Services,3700,5/18/2026,8,Medium,High,18,Medium,26,No,High,Yes,6,3,Valid,80,No,0,,4,No
FE004925,H0102,Smoke Detector,Corridor,Floor 5 – Corridor 1,2017,Siemens,Fair,Araliya Sands Matale,Matale,Central,4,154,Eco Lodge,M004925,11/15/2025,6,0,0,FirePro SL,4950,5/16/2026,8,Low,Low,4,Medium,22,No,Medium,Yes,3,4,Valid,97,No,0,,5,No
FE004926,H0069,Fire Extinguisher,Kitchen,Boiler Room 4 (Floor 7),2012,ABC Lanka,Good,Jetwing Inn Jaffna,Jaffna,Northern,4,201,Boutique,M004926,12/20/2025,6,0,0,Tyco Lanka,3250,6/20/2026,13,Medium,Low,4,Low,32,No,High,Yes,7,4,Valid,80,No,0,,7,No
FE004927,H0022,Hose Reel,Car Park,Basement – Section C,2019,Local,Good,Aitken Cove Kalutara,Kalutara,Western,5,246,Resort,M004927,9/12/2025,12,2,0,FirePro SL,5300,9/12/2026,6,Low,Medium,7,High,32,Yes,Medium,Yes,11,4,Valid,98,No,0,,0,No
FE004928,H0057,Sprinkler,Restaurant,Conference Hall – Zone 3,2021,Tyco,Fair,Aitken Resort Hambantota,Hambantota,Southern,4,129,Resort,M004928,11/16/2025,12,0,0,SafetyOne Services,9050,11/16/2026,4,Low,Low,4,High,26,Yes,Medium,Yes,2,2,Valid,99,No,0,,0,Yes
FE004929,H0223,Smoke Detector,Lobby,Floor 2 – Corridor 3,2018,Bosch,Good,Ocean Grand Kurunegala,Kurunegala,North Western,4,221,Resort,M004929,9/13/2025,6,2,0,FirePro SL,4650,3/14/2026,7,Low,Medium,7,Medium,27,No,Medium,Yes,2,5,Valid,92,No,0,,2,No
FE004930,H0034,Emergency Light,Corridor,Floor 3 – Corridor 1,2025,Local,Good,Jetwing Bay Anuradhapura,Anuradhapura,North Central,4,116,Beach Hotel,M004930,12/6/2025,3,0,0,SL FireTech,3300,3/7/2026,0,Low,High,18,Low,32,No,Low,Yes,11,5,Valid,92,No,0,,3,Yes
FE004931,H0102,Sprinkler,Kitchen,Kitchen – Zone 2,2021,Viking,Good,Araliya Sands Matale,Matale,Central,4,154,Eco Lodge,M004931,12/20/2024,12,11,0,SafetyOne Services,8250,12/20/2025,4,Low,Medium,7,Low,22,No,Medium,Yes,4,4,Valid,92,No,0,,0,No
FE004932,H0128,Fire Alarm,Security Room,Floor 3 – Corridor 2,2013,Local,Fair,Ocean Sands Ampara,Ampara,Eastern,5,226,Beach Hotel,M004932,10/18/2025,6,1,1,FirePro SL,7850,4/18/2026,12,Medium,Medium,7,Medium,29,Yes,High,Yes,11,3,Valid,70,Yes,4,2022,3,No
FE004933,H0155,Sprinkler,Kitchen,Storage – Zone 3,2018,Local,Good,Ocean Villa Ampara,Ampara,Eastern,5,277,Resort,M004933,9/6/2025,6,3,1,SL FireTech,9600,3/7/2026,7,Medium,High,18,High,27,Yes,Low,Yes,8,5,Valid,76,Yes,4,2021,0,No
FE004934,H0183,Hose Reel,Basement,Basement – Section B,2013,Tyco,Good,Ocean Bay Monaragala,Monaragala,Uva,3,55,Business Hotel,M004934,6/11/2025,6,6,0,Lanka Safety,5150,12/10/2025,12,Medium,Medium,7,Low,27,No,Medium,No,3,4,Valid,83,No,0,,0,No
FE004935,H0052,Hose Reel,Corridor,Basement – Section C,2013,Local,Good,Lanka Grand Mannar,Mannar,Northern,4,156,Resort,M004935,7/12/2025,12,5,0,SL FireTech,5600,7/12/2026,12,Medium,Medium,7,Low,31,No,Medium,Yes,8,4,Valid,82,No,0,,0,No
FE004936,H0136,Emergency Light,Corridor,Floor 7 – Corridor 4,2016,Philips,Good,Jetwing Sands Kilinochchi,Kilinochchi,Northern,4,272,Boutique,M004936,6/10/2025,6,6,0,Lanka Safety,2650,12/9/2025,9,Low,Medium,7,Medium,32,No,Medium,Yes,7,4,Valid,94,No,0,,7,No
FE004937,H0174,Fire Extinguisher,Restaurant,Kitchen 4 (Floor 1),2021,SafetyOne,Fair,Jetwing Grand Hambantota,Hambantota,Southern,3,140,Resort,M004937,12/7/2025,6,0,0,SafetyOne Services,3250,6/7/2026,4,Low,High,18,High,28,Yes,Medium,No,5,3,Valid,90,No,0,,1,Yes
FE004938,H0013,Emergency Light,Staircase,Floor 1 – Corridor 1,2024,Local,Good,Lanka Villa Polonnaruwa,Polonnaruwa,North Central,4,194,Hill Country,M004938,11/9/2025,6,1,0,Tyco Lanka,2750,5/10/2026,1,Low,Medium,7,Low,32,No,Medium,Yes,12,5,Valid,94,No,0,,1,No
FE004939,H0239,Smoke Detector,Conference Hall,Floor 5 – Corridor 3,2024,Local,Good,Serendib Palace Badulla,Badulla,Uva,5,220,Resort,M004939,3/10/2024,12,21,1,City Fire,5400,3/10/2025,1,Low,High,18,Low,30,No,High,Yes,4,3,Expired,81,Yes,3,2020,5,No
FE004940,H0097,Smoke Detector,Kitchen,Floor 1 – Corridor 1,2013,Bosch,Good,Hilltop Resort Anuradhapura,Anuradhapura,North Central,3,137,Beach Hotel,M004940,11/21/2025,6,0,0,SafetyOne Services,4800,5/22/2026,12,Medium,High,18,Low,31,No,Low,No,14,4,Valid,87,No,0,,1,Yes
FE004941,H0029,Fire Alarm,Conference Hall,Floor 1 – Corridor 3,2018,Siemens,Good,Lanka Sands Puttalam,Puttalam,North Western,3,83,Beach Hotel,M004941,7/20/2025,12,4,0,SL FireTech,5350,7/20/2026,7,Low,Medium,7,Medium,31,No,Medium,No,10,4,Valid,98,No,0,,1,No
FE004942,H0036,Smoke Detector,Lobby,Floor 2 – Corridor 1,2020,Bosch,Fair,Araliya Villa Kandy,Kandy,Central,4,106,City Hotel,M004942,9/15/2025,6,2,0,SafetyOne Services,4650,3/16/2026,5,Low,Medium,7,Medium,19,No,Low,Yes,10,4,Valid,98,No,0,,2,No
FE004943,H0159,Emergency Light,Corridor,Floor 3 – Corridor 1,2012,Local,Fair,Heritance Bay Matara,Matara,Southern,4,108,Business Hotel,M004943,10/17/2025,6,1,0,SL FireTech,2650,4/17/2026,13,Medium,High,18,Medium,26,Yes,Low,Yes,2,4,Valid,82,No,0,,3,No
FE004944,H0053,Smoke Detector,Guest Floor,Floor 7 – Corridor 2,2013,Bosch,Good,Aitken Bay Kandy,Kandy,Central,5,219,Boutique,M004944,12/6/2024,12,12,0,Tyco Lanka,4300,12/6/2025,12,Medium,Medium,7,Medium,20,No,High,Yes,9,4,Valid,87,No,0,,7,No
FE004945,H0202,Fire Extinguisher,Kitchen,Restaurant 4 (Floor 5),2019,SafetyOne,Good,Hilltop Cove Kegalle,Kegalle,Sabaragamuwa,4,213,City Hotel,M004945,8/23/2025,6,3,0,City Fire,3450,2/21/2026,6,Low,High,18,Low,26,No,Low,Yes,4,4,Valid,91,No,0,,5,No
FE004946,H0004,Smoke Detector,Kitchen,Floor 1 – Corridor 3,2012,Siemens,Fair,Araliya Sands Kegalle,Kegalle,Sabaragamuwa,4,271,Eco Lodge,M004946,12/19/2025,6,0,0,FirePro SL,4800,6/19/2026,13,Medium,High,18,Medium,26,No,Low,Yes,5,3,Valid,80,No,0,,1,Yes
FE004947,H0079,Sprinkler,Storage,Storage – Zone 2,2019,Viking,Fair,Araliya Heights Kurunegala,Kurunegala,North Western,3,125,Beach Hotel,M004947,10/10/2025,6,2,1,SafetyOne Services,7750,4/10/2026,6,Low,Medium,7,Medium,30,No,Medium,No,2,3,Valid,80,Yes,4,2024,0,Yes
FE004948,H0063,Emergency Light,Exit Route,Floor 2 – Corridor 4,2022,Osram,Good,Ocean Grand Galle,Galle,Southern,3,53,Hill Country,M004948,9/4/2025,3,3,1,SL FireTech,3400,12/4/2025,3,Low,Medium,7,High,27,Yes,High,No,2,5,Valid,86,Yes,1,2024,2,Yes
FE004949,H0045,Fire Alarm,Lobby,Floor 3 – Corridor 3,2019,Local,Fair,Araliya Retreat Matale,Matale,Central,3,31,Hill Country,M004949,11/7/2024,12,13,0,FirePro SL,5550,11/7/2025,6,Low,High,18,Low,19,No,Medium,No,2,4,Expired,90,No,0,,3,No
FE004950,H0043,Emergency Light,Corridor,Floor 3 – Corridor 1,2021,Local,Good,Cinnamon Inn Kurunegala,Kurunegala,North Western,4,173,Hill Country,M004950,10/12/2025,6,2,0,Lanka Safety,2550,4/12/2026,4,Low,High,18,Low,30,No,High,Yes,10,4,Valid,95,No,0,,3,Yes
FE004951,H0117,Smoke Detector,Guest Floor,Floor 3 – Corridor 4,2016,Honeywell,Good,Pearl Palace Batticaloa,Batticaloa,Eastern,4,177,Resort,M004951,12/17/2025,6,0,0,SafetyOne Services,3850,6/17/2026,9,Low,Medium,7,High,27,Yes,Low,Yes,2,5,Valid,97,No,0,,3,No
FE004952,H0197,Fire Alarm,Lobby,Floor 2 – Corridor 2,2025,Bosch,Fair,Serendib Cove Monaragala,Monaragala,Uva,4,126,Resort,M004952,6/12/2025,12,6,1,City Fire,7850,6/12/2026,0,Low,Low,4,Medium,31,No,Medium,Yes,9,4,Valid,89,Yes,2,2021,2,No
FE004953,H0174,Emergency Light,Staircase,Floor 1 – Corridor 1,2022,Osram,Good,Jetwing Grand Hambantota,Hambantota,Southern,3,140,Resort,M004953,11/4/2025,6,1,0,City Fire,3050,5/5/2026,3,Low,Medium,7,Medium,31,Yes,Medium,No,13,5,Valid,93,No,0,,1,No
FE004954,H0169,Hose Reel,Car Park,Service Area – Section C,2016,Tyco,Good,Hilltop Heights Polonnaruwa,Polonnaruwa,North Central,3,105,Resort,M004954,11/12/2025,6,0,1,SafetyOne Services,5800,5/13/2026,9,Medium,Medium,7,Low,27,No,High,No,12,5,Valid,71,Yes,3,2018,0,No
FE004955,H0002,Fire Extinguisher,Kitchen,Kitchen 2 (Floor 4),2023,FirePro SL,Fair,Pearl Retreat Ratnapura,Ratnapura,Sabaragamuwa,3,111,City Hotel,M004955,12/18/2025,6,0,0,Tyco Lanka,3250,6/18/2026,2,Low,Medium,7,Medium,29,No,Medium,No,5,4,Valid,93,No,0,,4,Yes
FE004956,H0135,Smoke Detector,Corridor,Floor 5 – Corridor 1,2023,Bosch,Fair,Jetwing Grand Jaffna,Jaffna,Northern,3,64,Beach Hotel,M004956,6/8/2025,6,6,0,SL FireTech,4600,12/7/2025,2,Low,Medium,7,Low,29,No,Medium,No,11,4,Valid,98,No,0,,5,No
FE004957,H0129,Fire Alarm,Corridor,Floor 1 – Corridor 4,2017,Bosch,Fair,Pearl Inn Polonnaruwa,Polonnaruwa,North Central,3,125,Business Hotel,M004957,5/20/2025,12,6,0,FirePro SL,6000,5/20/2026,8,Low,Medium,7,Low,32,No,Medium,No,6,4,Valid,91,No,0,,1,Yes
FE004958,H0097,Smoke Detector,Guest Floor,Floor 5 – Corridor 3,2019,Honeywell,Fair,Hilltop Resort Anuradhapura,Anuradhapura,North Central,3,137,Beach Hotel,M004958,12/18/2024,12,11,0,FirePro SL,3650,12/18/2025,6,Low,Medium,7,Medium,29,No,Medium,No,4,2,Valid,94,No,0,,5,No
FE004959,H0232,Fire Extinguisher,Corridor,Laundry 2 (Floor 1),2018,ABC Lanka,Fair,Heritance Sands Puttalam,Puttalam,North Western,3,132,Resort,M004959,5/14/2025,6,6,0,City Fire,3600,11/12/2025,7,Low,Low,4,Low,32,No,Medium,No,2,3,Valid,91,No,0,,1,Yes
FE004960,H0124,Hose Reel,Basement,Basement – Section A,2020,FirePro SL,Fair,Hilltop Sands Kilinochchi,Kilinochchi,Northern,3,35,Business Hotel,M004960,10/15/2025,12,1,0,City Fire,4550,10/15/2026,5,Low,Medium,7,Low,32,No,Medium,No,3,5,Valid,90,No,0,,0,Yes
FE004961,H0011,Emergency Light,Staircase,Floor 3 – Corridor 2,2018,Philips,Good,Serendib Palace Kurunegala,Kurunegala,North Western,3,92,Beach Hotel,M004961,9/13/2025,3,2,1,City Fire,3150,12/13/2025,7,Low,Medium,7,Low,28,No,Low,No,14,3,Valid,88,Yes,3,2023,3,No
FE004962,H0151,Fire Alarm,Lobby,Floor 3 – Corridor 4,2016,Local,Good,Jetwing Heights Ratnapura,Ratnapura,Sabaragamuwa,5,275,Hill Country,M004962,8/12/2025,12,4,0,Lanka Safety,6250,8/12/2026,9,Low,Low,4,Medium,27,No,Medium,Yes,3,4,Valid,94,No,0,,3,Yes
FE004963,H0125,Smoke Detector,Lobby,Floor 4 – Corridor 1,2023,Honeywell,Fair,Jetwing Bay Kilinochchi,Kilinochchi,Northern,4,215,City Hotel,M004963,11/5/2025,12,1,0,City Fire,3750,11/5/2026,2,Low,Low,4,Low,28,No,Low,Yes,11,5,Valid,95,No,0,,4,No
FE004964,H0176,Sprinkler,Restaurant,Kitchen – Zone 1,2018,Tyco,Good,Lanka Palace Trincomalee,Trincomalee,Eastern,4,229,Hill Country,M004964,3/23/2025,12,8,0,City Fire,7750,3/23/2026,7,Low,Medium,7,High,29,Yes,High,Yes,11,4,Valid,95,No,0,,0,No
FE004965,H0134,Hose Reel,Basement,Basement – Section C,2012,Tyco,Good,Jetwing Cove Batticaloa,Batticaloa,Eastern,3,148,City Hotel,M004965,11/8/2025,6,1,0,FirePro SL,4650,5/9/2026,13,Medium,Medium,7,Medium,30,Yes,High,No,10,4,Valid,87,No,0,,0,Yes
FE004966,H0094,Sprinkler,Storage,Banquet Hall – Zone 1,2016,Tyco,Good,Hilltop Villa Anuradhapura,Anuradhapura,North Central,3,100,Resort,M004966,9/9/2025,12,3,0,SafetyOne Services,8500,9/9/2026,9,Low,Low,4,Medium,29,No,Medium,No,8,5,Valid,93,No,0,,0,No
FE004967,H0229,Smoke Detector,Guest Floor,Floor 2 – Corridor 2,2016,Honeywell,Good,Heritance Villa Puttalam,Puttalam,North Western,3,77,Beach Hotel,M004967,7/16/2025,12,4,2,City Fire,4750,7/16/2026,9,Medium,High,18,Medium,26,No,Low,No,8,5,Valid,60,Yes,5,2024,2,Yes
FE004968,H0164,Fire Extinguisher,Restaurant,Laundry 4 (Floor 3),2021,FirePro SL,Good,Serendib Palace Negombo,Negombo,Western,4,130,Beach Hotel,M004968,10/10/2025,6,2,0,SL FireTech,2900,4/10/2026,4,Low,Medium,7,High,30,Yes,Low,Yes,6,2,Valid,96,No,0,,3,Yes
FE004969,H0057,Fire Extinguisher,Boiler Room,Restaurant 1 (Floor 3),2012,Local,Good,Aitken Resort Hambantota,Hambantota,Southern,4,129,Resort,M004969,9/17/2025,12,2,1,FirePro SL,3000,9/17/2026,13,Medium,High,18,Medium,32,Yes,Medium,Yes,11,5,Valid,75,Yes,1,2018,3,Yes
FE004970,H0239,Fire Extinguisher,Corridor,Restaurant 1 (Floor 2),2016,FirePro SL,Good,Serendib Palace Badulla,Badulla,Uva,5,220,Resort,M004970,12/10/2025,6,0,0,Lanka Safety,3500,6/10/2026,9,Low,Medium,7,Low,32,No,Medium,Yes,13,4,Valid,96,No,0,,2,Yes
FE004971,H0021,Hose Reel,Boiler Room,Car Park – Section C,2019,FirePro SL,Good,Serendib Bay Mannar,Mannar,Northern,3,207,City Hotel,M004971,11/13/2025,12,0,1,Tyco Lanka,5450,11/13/2026,6,Medium,Medium,7,Medium,30,No,Low,No,10,5,Valid,77,Yes,3,2018,0,No
FE004972,H0225,Smoke Detector,Conference Hall,Floor 3 – Corridor 2,2015,Bosch,Fair,Jetwing Retreat Polonnaruwa,Polonnaruwa,North Central,3,91,Beach Hotel,M004972,12/4/2024,12,12,0,SafetyOne Services,4950,12/4/2025,10,Medium,High,18,Medium,32,No,High,No,11,4,Valid,84,No,0,,3,Yes
FE004973,H0161,Fire Alarm,Corridor,Floor 3 – Corridor 1,2009,Siemens,Fair,Hilltop Cove Polonnaruwa,Polonnaruwa,North Central,3,61,City Hotel,M004973,7/10/2025,6,5,0,SL FireTech,6150,1/8/2026,16,Medium,Medium,7,Medium,27,No,Medium,No,8,3,Valid,85,No,0,,3,No
FE004974,H0089,Fire Extinguisher,Kitchen,Boiler Room 1 (Floor 4),2020,FirePro SL,Good,Serendib Palace Batticaloa,Batticaloa,Eastern,5,228,City Hotel,M004974,9/10/2025,12,3,0,Lanka Safety,3500,9/10/2026,5,Low,Medium,7,High,28,Yes,Low,Yes,3,4,Valid,91,No,0,,4,No
FE004975,H0047,Emergency Light,Staircase,Floor 4 – Corridor 3,2008,Philips,Good,Aitken Villa Kegalle,Kegalle,Sabaragamuwa,4,152,Beach Hotel,M004975,9/15/2025,3,2,0,SL FireTech,3100,12/15/2025,17,Medium,Low,4,Medium,26,No,Low,Yes,7,4,Valid,84,No,0,,4,Yes
FE004976,H0035,Smoke Detector,Conference Hall,Floor 1 – Corridor 2,2025,Siemens,Good,Cinnamon Bay Polonnaruwa,Polonnaruwa,North Central,3,169,Boutique,M004976,10/11/2025,6,2,0,SL FireTech,4750,4/11/2026,0,Low,Medium,7,Medium,30,No,Medium,No,5,4,Valid,92,No,0,,1,No
FE004977,H0193,Fire Alarm,Corridor,Floor 4 – Corridor 3,2021,Siemens,Good,Cinnamon Heights Hambantota,Hambantota,Southern,5,272,City Hotel,M004977,11/2/2025,12,1,0,SafetyOne Services,6100,11/2/2026,4,Low,Low,4,High,28,Yes,Low,Yes,14,5,Valid,94,No,0,,4,No
FE004978,H0093,Emergency Light,Corridor,Floor 2 – Corridor 4,2018,Philips,Good,Cinnamon Palace Polonnaruwa,Polonnaruwa,North Central,3,77,Resort,M004978,12/18/2025,3,0,0,SL FireTech,2600,3/19/2026,7,Low,Low,4,Low,28,No,Medium,No,9,3,Valid,98,No,0,,2,No
FE004979,H0106,Fire Extinguisher,Laundry,Restaurant 4 (Floor 2),2010,Local,Good,Aitken Inn Trincomalee,Trincomalee,Eastern,5,284,Eco Lodge,M004979,9/11/2025,6,3,1,FirePro SL,4250,3/12/2026,15,Medium,Low,4,High,26,Yes,Medium,Yes,9,2,Valid,72,Yes,2,2024,2,No
FE004980,H0101,Fire Alarm,Conference Hall,Floor 1 – Corridor 1,2013,Siemens,Good,Pearl Resort Trincomalee,Trincomalee,Eastern,3,35,Resort,M004980,9/6/2025,12,3,0,SL FireTech,5600,9/6/2026,12,Medium,Low,4,High,26,Yes,High,No,5,3,Valid,82,No,0,,1,No
FE004981,H0001,Sprinkler,Conference Hall,Conference Hall – Zone 2,2016,Local,Good,Aitken Villa Kandy,Kandy,Central,3,149,Boutique,M004981,6/18/2025,6,5,0,SL FireTech,6450,12/17/2025,9,Low,High,18,Medium,24,No,Medium,No,6,5,Valid,90,No,0,,0,Yes
